"","C001H","C002H","C004H","C005H","C006H","C007H","C008H","C009H"
"NEB",6,5,0,0,15,0,0,0
"RIF1",230,292,145,176,169,240,207,216
"TNFAIP6",217,148,308,192,200,271,187,338
"NMI",2196,1544,2564,1309,2579,2086,2436,3001
"RND3",382,305,224,623,116,948,1060,459
"LOC106506168",0,0,0,0,0,3,0,0
"LOC102159607",15,9,18,34,0,4,20,40
"LOC102159998",0,13,0,0,0,1,0,3
"MMADHC",3351,3007,2239,1969,2887,2084,5229,5803
"LYPD6",155,115,118,200,152,55,98,94
"LOC106506169",0,0,16,0,13,0,0,0
"LYPD6B",799,502,584,313,487,603,1407,886
"KIF5C",19,38,0,0,5,17,0,0
"EPC2",185,233,108,241,184,274,187,312
"MBD5",80,68,67,79,143,72,66,113
"ORC4",1534,1911,1510,1649,1290,1743,1555,2043
"ACVR2A",157,98,74,199,126,197,199,180
"LOC110256947",0,0,0,0,17,0,0,0
"LOC106506172",0,0,0,0,18,0,0,2
"LOC102164639",4,28,0,0,4,3,0,0
"LOC106506175",0,0,0,0,20,0,0,0
"LOC106506174",0,0,0,0,0,1,0,0
"LOC110257201",18,14,0,29,4,3,7,4
"LOC110257200",28,19,23,34,72,26,22,31
"LOC110257199",41,16,0,32,47,25,6,23
"ZEB2",1545,2169,3034,1844,3914,1979,2045,2790
"GTDC1",259,345,347,185,215,295,314,315
"LOC110256945",0,3,18,19,27,0,0,30
"LOC106508109",0,24,0,0,0,2,7,11
"LOC110256946",0,0,0,0,11,0,0,0
"LOC110257185",0,6,0,0,0,0,0,0
"ARHGAP15",273,282,396,325,424,349,335,486
"KYNU",557,267,373,491,563,704,295,974
"LOC110257033",40,24,5,0,7,13,8,16
"LRP1B",6,27,14,0,5,9,9,12
"SPOPL",391,451,265,372,382,396,400,680
"LOC106506183",0,0,0,0,0,0,0,0
"HNMT",2803,2807,2443,3286,2158,3508,2319,6664
"THSD7B",0,0,0,0,6,3,0,0
"LOC110257066",0,0,10,0,0,0,0,0
"CXCR4",68,52,6,23,38,85,50,89
"DARS",815,736,327,720,751,606,466,908
"MCM6",776,591,688,629,747,669,791,801
"LCT",267,257,2,130,50,17,12,363
"LOC100625897",0,9,0,0,15,0,24,0
"LOC100525613",0,2,6,6,3,2,4,2
"UBXN4",1034,862,829,661,956,1228,1919,1746
"R3HDM1",558,765,759,778,706,620,543,892
"ZRANB3",36,49,28,65,23,54,69,107
"RAB3GAP1",481,510,302,287,312,647,620,1004
"MAP3K19",1,18,1,14,47,13,34,36
"CCNT2",372,541,220,465,309,444,409,549
"LOC110257013",0,0,0,0,43,5,0,7
"LOC102167838",0,0,0,0,0,2,0,0
"LOC110257005",1,4,32,0,34,12,17,2
"ACMSD",5,8,0,0,0,7,0,0
"TMEM163",13,0,22,0,47,3,6,8
"MGAT5",161,81,98,33,49,144,222,215
"LOC100512195",115,165,36,71,77,147,196,94
"LOC110257154",0,0,0,0,11,2,0,0
"NCKAP5",0,0,0,0,0,12,16,0
"LYPD1",23,10,0,0,0,4,0,9
"GPR39",26,24,104,28,39,62,59,86
"SLC35F5",3119,4314,3296,2982,3141,3891,4674,6967
"LOC102159687",25,14,48,29,6,9,9,7
"ACTR3",7940,7176,6557,7596,9291,10659,12960,17484
"LOC100738548",0,0,0,0,0,0,0,0
"DPP10",6,12,0,0,2,1,0,17
"DDX18",516,467,262,973,502,554,751,1245
"LOC100154782",0,0,0,0,21,0,0,0
"CCDC93",209,347,181,370,162,389,413,464
"INSIG2_1",850,994,631,898,494,1000,1242,1575
"EN1",12,0,0,0,79,9,10,17
"MARCO",0,8,16,21,7,16,0,10
"C1QL2",0,0,0,0,0,7,0,0
"STEAP3",250,168,164,173,136,194,342,529
"C15H2orf76",335,401,302,190,327,255,242,458
"DBI",2307,1912,1002,1520,1420,1613,2014,3593
"LOC102163381",0,0,0,0,33,0,0,26
"PROC",82,50,69,73,29,84,134,71
"LOC110257077",120,44,61,45,9,168,90,95
"MAP3K2",2502,2128,2436,1745,1908,2853,3096,3926
"ERCC3",212,322,221,232,164,179,377,362
"LOC100517560",0,0,0,0,13,0,18,0
"BIN1",538,403,414,582,413,410,599,1174
"GYPC",127,227,105,136,59,123,169,391
"CNTNAP5",0,0,9,12,27,0,0,23
"LOC110257120",0,0,0,0,0,0,0,11
"TSN",710,671,550,467,676,619,618,1308
"NIFK",890,782,464,755,694,941,831,1084
"CLASP1",320,315,515,159,292,357,500,458
"TFCP2L1",0,0,0,0,9,7,0,17
"GLI2",35,48,59,74,74,38,14,50
"INHBB",3,7,0,0,0,3,3,0
"RALB",1355,898,1146,1283,963,1529,2201,3056
"TMEM185B",78,114,187,75,92,172,119,92
"EPB41L5",275,338,133,193,245,231,176,450
"PTPN4",139,139,114,159,121,160,168,315
"LOC102162428",94,116,246,104,85,103,143,138
"TMEM177",37,47,17,39,9,21,15,83
"CFAP221",0,0,0,0,21,3,0,0
"SCTR",0,0,0,0,0,3,0,0
"TMEM37",615,839,1300,356,443,1024,2524,929
"LOC110257058",0,0,0,0,0,0,11,0
"PTPN18",338,512,312,304,144,391,475,643
"IMP4",510,528,509,468,330,539,950,951
"CCDC115",392,342,302,245,255,269,369,689
"TUBGCP5",32,97,32,59,42,40,28,96
"LOC110256907",0,0,0,0,0,3,0,0
"CYFIP1",3136,4320,7753,3884,4076,4081,3702,6781
"NIPA2",1095,933,1048,799,980,852,1414,1753
"NIPA1",211,122,177,105,74,125,336,339
"FBXO25",307,521,623,313,197,218,461,592
"TDRP",20,21,17,0,18,14,26,8
"ERICH1",422,256,263,216,341,446,716,450
"DLGAP2",11,14,28,24,16,25,55,52
"LOC106509644",0,2,0,0,0,6,0,25
"CLN8",218,116,49,95,86,125,305,334
"LOC110257074",0,0,17,0,6,0,0,0
"LOC106509653",0,4,0,0,22,0,0,13
"ARHGEF10",125,108,65,246,190,141,209,274
"KBTBD11",41,27,88,45,14,58,92,86
"MYOM2",12,24,41,24,69,5,61,12
"LOC110257104",0,26,5,0,0,1,23,13
"LOC106506202",0,6,0,0,12,5,2,0
"CSMD1",10,18,28,41,13,8,7,47
"MCPH1",110,10,91,56,64,204,195,135
"ANGPT2",30,42,61,21,43,88,26,25
"AGPAT5",641,421,847,544,1141,617,653,822
"XKR5",0,10,9,0,3,2,17,9
"LOC106506205",12,0,13,0,5,0,0,0
"LOC100525433",107,95,114,36,75,113,85,143
"LOC404703",0,5,11,0,11,3,0,0
"LOC106504227",0,6,0,0,2,0,0,0
"SPAG11B",0,0,0,0,0,1,0,0
"SPAG11",0,0,0,0,0,2,0,0
"DEFB1",0,0,0,0,12,0,0,0
"LOC102158366",0,0,0,0,1,0,0,0
"LOC100626264",0,0,0,0,0,0,0,0
"LOC110257050",3,0,0,0,0,2,0,0
"LOC110257051",0,0,0,0,1,1,0,0
"GPM6A",44,89,16,366,70,367,119,98
"WDR17",1,3,0,0,0,4,0,0
"SPATA4",0,7,0,0,9,0,0,0
"ASB5",15,30,14,0,59,16,19,33
"SPCS3",4444,5832,4748,5401,3839,5474,4827,8348
"VEGFC",23,40,109,50,30,60,39,56
"NEIL3",40,72,75,71,62,85,9,75
"LOC106506213",0,6,0,0,0,0,0,0
"AGA",277,153,184,93,70,175,169,312
"TENM3",18,37,40,44,49,48,31,78
"LOC110257187",6,6,5,0,0,2,0,13
"DCTD",72,59,62,105,77,77,88,146
"LOC106506216",0,0,0,0,6,5,10,0
"WWC2",120,154,147,188,281,156,62,189
"CLDN22",0,0,0,0,0,2,0,0
"CDKN2AIP",754,815,695,630,482,801,922,793
"LOC100621235",0,0,0,16,20,2,1,0
"ING2",305,311,169,292,133,248,226,440
"RWDD4",509,522,417,308,522,599,520,1161
"TRAPPC11",229,288,247,200,234,224,265,351
"LOC110256910",0,18,0,0,0,3,0,0
"STOX2",4,23,51,27,74,11,35,17
"ENPP6",45,72,139,122,102,69,132,110
"LOC110256950",0,0,0,15,0,9,0,0
"IRF2",806,552,853,647,494,775,1323,878
"LOC106506214",10,29,0,27,23,12,6,15
"LOC106506219",0,4,0,0,0,0,0,0
"CASP3",630,359,70,526,182,772,768,586
"PRIMPOL",85,83,69,73,113,66,55,110
"CENPU",237,186,87,124,225,136,168,307
"ACSL1",241,343,423,204,360,314,517,549
"SLC25A4",673,803,517,916,738,766,631,1119
"CFAP97",278,264,203,194,265,228,287,262
"SNX25",200,238,133,176,178,148,207,284
"LRP2BP",11,14,0,15,0,7,9,7
"ANKRD37",60,136,125,31,23,31,27,47
"UFSP2",121,112,27,125,72,122,174,142
"C15H4orf47",27,46,22,0,44,18,11,44
"CCDC110",7,3,0,0,0,0,6,0
"PDLIM3",927,995,654,1178,1352,946,884,1636
"SORBS2",934,920,474,868,1410,495,573,700
"TLR3",142,76,118,63,49,106,104,160
"FAM149A",41,120,100,21,171,75,58,158
"CYP4V2",152,210,115,180,143,136,107,264
"KLKB1",0,0,0,0,0,0,0,0
"LOC100049687",0,5,8,16,0,5,20,0
"ADAM2",0,0,0,0,1,0,0,0
"LOC110255277",0,0,0,0,0,0,4,0
"LOC100525542",4,25,29,18,8,12,13,20
"ADAM9",391,243,278,389,588,482,413,677
"TM2D2",354,386,348,206,365,370,396,705
"HTRA4",0,8,0,0,1,11,0,0
"PLEKHA2",132,310,98,102,201,197,223,284
"LOC106506225",0,0,28,0,0,3,24,0
"LOC100523215",2,6,14,0,23,2,11,0
"TACC1",205,312,139,414,335,188,296,277
"LOC100520518",4,22,38,41,4,22,30,20
"LOC106506223",8,3,0,14,16,1,13,38
"FGFR1",169,133,101,185,75,195,161,377
"LETM2",59,55,0,21,27,34,40,53
"NSD3",417,446,362,288,315,483,466,672
"DDHD2",545,550,406,486,576,680,551,557
"PLPP5",43,41,47,54,21,77,47,161
"BAG4",284,416,186,314,196,330,279,814
"LSM1",3060,4082,3861,3521,2759,3673,3820,5095
"STAR",19,4,0,69,77,33,46,18
"ASH2L",230,272,172,274,124,213,358,326
"EIF4EBP1",642,489,482,358,473,783,944,1486
"ADRB3",28,19,0,0,26,13,19,38
"GOT1L1",0,6,0,0,0,0,0,0
"RAB11FIP1",3965,2689,4464,1594,1770,3117,9010,6324
"BRF2",148,82,60,0,59,142,242,248
"ADGRA2",124,127,162,113,115,117,235,303
"PLPBP",364,263,69,180,170,305,490,554
"ERLIN2",500,415,615,335,241,517,709,1099
"ZNF703",312,341,169,172,101,283,446,731
"LOC110256999",0,0,0,0,0,0,7,0
"LOC106506229",18,10,15,0,5,2,5,15
"LOC110257028",0,0,0,0,0,1,0,0
"KCNU1",0,0,0,0,10,0,0,0
"UNC5D",0,6,0,0,27,5,0,0
"LOC100739161",0,0,0,0,53,0,0,0
"LOC100511785",0,0,0,0,0,6,0,22
"NRG1",48,92,32,58,93,101,37,66
"LOC110257189",0,2,0,0,4,3,0,0
"WRN",102,164,95,60,138,129,85,167
"PURG",58,200,85,183,221,129,137,147
"TEX15",10,3,0,0,12,0,5,5
"PPP2CB",3117,2970,3697,3495,1823,5097,5829,7981
"UBXN8",3396,3156,2338,5260,2917,5144,3626,8190
"GSR",6645,6507,5696,9219,5883,11065,10271,19055
"GTF2E2",610,418,311,365,380,567,680,806
"SMIM18",0,2,10,0,58,7,0,0
"RBPMS",358,520,436,573,540,501,449,898
"DCTN6",493,508,326,569,521,446,509,834
"LEPROTL1",1250,1073,1096,1016,1537,1335,1518,2763
"SARAF",2973,3768,4461,2974,3739,3193,4940,6501
"DUSP4",546,378,389,337,91,924,848,689
"TNKS",170,166,228,101,132,147,99,245
"PPP1R3B",190,216,210,283,138,288,378,403
"ERI1",97,165,102,37,109,97,164,100
"LOC106508273",0,7,0,0,4,0,0,0
"MFHAS1",245,191,289,291,226,255,348,559
"LOC102160389",23,1,21,0,74,2,0,9
"HERC2",311,253,187,267,157,245,276,399
"OCA2",0,0,0,0,0,0,0,0
"CFC1B",0,0,0,0,21,0,0,0
"GPR148",0,0,17,0,0,0,0,0
"AMER3",0,9,0,0,0,2,0,0
"ARHGEF4",0,14,0,0,0,27,25,34
"FAM168B",240,165,148,85,118,307,456,306
"PLEKHB2",1677,1734,1194,1393,1082,1609,2235,3290
"LOC106506243",0,0,0,0,0,2,0,0
"LOC106506245",8,0,0,0,19,0,0,0
"HS6ST1",775,587,1629,1327,605,2182,2864,2659
"UGGT1",431,393,222,300,312,443,398,572
"SAP130",210,203,195,124,107,144,360,311
"AMMECR1L",453,468,446,311,232,481,432,768
"POLR2D",1048,912,749,1177,1026,1040,1086,1614
"WDR33",648,544,356,493,146,553,606,806
"SFT2D3",38,127,39,46,101,71,122,105
"LIMS2",592,769,413,869,880,606,621,1211
"LOC110257167",0,0,0,0,0,3,0,6
"GPR17",6,9,11,23,71,92,34,25
"MYO7B",7284,4547,12979,4494,4616,6327,13569,16701
"IWS1",216,355,84,196,236,289,332,317
"LOC110257062",0,0,0,0,2,0,0,0
"FMNL2",140,178,206,211,236,172,138,307
"PRPF40A",1217,1390,1066,933,1306,1610,1447,2035
"ARL6IP6",647,649,357,693,574,645,635,1052
"LOC110256954",5,9,0,0,0,3,0,11
"LOC102162374",0,0,10,0,0,0,0,7
"RPRM",94,103,30,89,22,56,38,88
"GALNT13",0,3,0,19,24,0,1,1
"KCNJ3",9,6,43,0,20,11,0,15
"NR4A2",144,305,229,181,126,228,393,341
"GPD2",2859,2134,1707,2914,1642,3658,4823,5096
"LOC110257164",12,0,0,15,14,5,10,5
"GALNT5",19,20,0,0,17,40,20,72
"ERMN",0,0,0,0,18,1,7,0
"CYTIP",219,249,126,231,518,456,275,539
"ACVR1C",13,56,74,62,18,27,53,65
"LOC106506249",0,0,0,0,15,0,0,0
"ACVR1",551,756,828,632,786,664,643,1032
"CCDC148",0,0,0,0,25,7,0,5
"UPP2",0,0,0,0,0,0,0,0
"PKP4",781,823,1150,698,689,661,569,951
"DAPL1",19,16,18,64,21,0,10,61
"LOC110256997",0,10,7,0,0,0,0,0
"TANC1",180,82,68,148,124,121,93,249
"WDSUB1",106,106,91,61,76,95,48,177
"BAZ2B",675,1011,1220,619,1162,823,835,1267
"LOC110256931",51,43,49,40,50,33,31,34
"LOC110256932",10,0,0,0,0,6,16,0
"MARCH7",838,907,919,841,782,1001,1022,1362
"CD302",182,160,132,78,42,155,64,199
"LY75",233,180,27,68,22,192,269,292
"LOC110256933",11,13,0,0,17,10,29,0
"PLA2R1",106,192,184,169,325,176,205,178
"ITGB6",86,78,308,50,265,70,204,595
"RBMS1",465,463,545,617,1138,452,502,1045
"TANK",728,694,418,647,442,716,613,1049
"LOC110257003",7,8,0,8,18,21,17,15
"PSMD14",2235,1860,1347,2000,2019,2370,2052,3453
"TBR1",0,0,9,0,0,2,11,0
"SLC4A10",0,0,0,0,0,0,0,0
"DPP4",91,27,0,60,41,147,190,185
"LOC110257119",0,7,0,0,6,0,0,0
"GCG",1033,963,165,919,322,1094,1051,790
"FAP",198,162,506,446,163,539,345,466
"IFIH1",2624,1810,3920,1254,2173,2181,3122,2591
"GCA",602,379,1039,483,471,458,518,1020
"KCNH7",0,0,0,0,0,0,0,10
"FIGN",17,37,36,53,10,17,22,41
"LOC102163767",0,6,0,0,0,4,0,18
"GRB14",55,56,12,32,49,38,50,59
"COBLL1",138,159,207,215,169,234,139,291
"SLC38A11",0,0,11,0,0,8,0,0
"SCN3A",58,47,41,92,14,55,23,66
"LOC100515171",0,11,0,0,0,0,14,16
"CSRNP3",5,6,0,22,4,12,0,3
"GALNT3",2783,3180,3179,2635,3396,3059,3109,5073
"TTC21B",52,65,36,95,27,51,72,78
"SCN1A",11,12,17,0,0,13,6,45
"LOC110257171",0,0,11,0,13,1,7,0
"SCN9A",0,0,29,0,20,15,0,4
"LOC110257168",0,0,7,0,0,0,0,0
"SCN7A",0,5,0,0,0,3,9,35
"LOC110257203",99,112,73,57,0,62,11,94
"XIRP2",20,2,17,10,2,6,18,33
"B3GALT1",14,4,23,0,36,5,3,0
"LOC102157921",0,0,30,0,0,0,0,0
"STK39",767,476,461,632,483,893,925,1465
"CERS6",279,702,283,691,143,436,626,398
"NOSTRIN",2505,2969,2605,2944,1983,3042,3844,3891
"SPC25",291,301,51,128,120,152,176,275
"ABCB11",8,0,0,0,0,0,0,20
"DHRS9",738,850,879,1459,281,1583,992,1923
"LRP2",0,7,8,43,54,27,9,8
"LOC110257198",0,0,0,0,0,0,0,0
"BBS5",160,122,159,224,185,121,132,202
"KLHL41",36,41,62,35,24,12,26,69
"FASTKD1",194,315,162,205,283,127,187,287
"PPIG",785,1264,1176,688,937,1312,1064,1230
"CCDC173",0,3,0,0,14,3,0,0
"PHOSPHO2",94,146,152,44,112,74,103,127
"KLHL23",151,206,29,156,109,158,181,215
"SSB",891,713,336,451,403,622,878,1047
"METTL5",400,475,215,213,333,270,375,321
"UBR3",511,505,373,454,250,441,731,697
"MYO3B",0,6,11,0,0,8,15,0
"LOC106506278",0,0,0,0,0,0,0,0
"SP5",33,55,61,5,36,7,62,36
"ERICH2",33,54,45,0,11,24,56,59
"GAD1",1,0,0,0,0,1,19,0
"GORASP2",1065,1145,875,643,1310,1096,1020,1849
"TLK1",505,671,358,412,487,597,538,839
"LOC110257043",0,0,0,0,18,0,0,0
"METTL8",60,53,40,16,13,69,55,123
"DCAF17",38,46,45,23,29,39,49,16
"CYBRD1",167,259,350,247,420,375,255,394
"LOC106506279",0,3,13,46,81,17,0,23
"DYNC1I2",1435,1226,782,826,929,1514,1466,2287
"SLC25A12",978,538,917,490,698,647,668,961
"HAT1",937,855,681,587,936,842,904,963
"METAP1D",18,63,31,100,24,36,44,87
"DLX1",0,2,0,0,15,1,0,0
"DLX2",0,0,0,0,0,3,0,0
"LOC110257106",0,12,0,0,0,0,0,0
"ITGA6",797,674,721,770,775,1146,839,1668
"PDK1",180,228,186,146,388,181,161,231
"LOC106508120",0,0,12,0,0,3,0,0
"LOC110256990",0,0,0,0,13,0,0,0
"RAPGEF4",65,27,15,67,55,59,45,23
"MAP3K20",34,80,55,76,76,102,101,77
"LOC106508121",0,0,0,0,0,4,0,0
"LOC106508122",0,0,0,0,0,3,0,0
"CDCA7",265,192,142,274,267,219,335,406
"LOC110257023",0,0,22,0,0,10,0,0
"SP3",2072,2063,1749,1534,1238,2174,2316,2782
"OLA1",585,556,290,503,577,509,476,912
"CIR1",561,756,730,613,983,612,937,1066
"SCRN3",132,133,59,100,109,139,57,247
"LOC110256963",0,0,1,13,0,7,0,0
"GPR155",11,3,0,0,0,5,9,7
"WIPF1",1590,2116,1624,1822,3368,1846,1547,3039
"LOC106508127",9,21,11,37,31,18,3,3
"CHRNA1",0,7,0,0,0,3,0,0
"CHN1",49,49,46,11,33,36,21,52
"ATF2",547,578,818,726,650,724,673,851
"ATP5G3",10418,10407,4546,10007,3813,8608,7690,15726
"LOC110257190",0,3,0,0,16,5,0,0
"LNPK",152,238,206,86,413,351,186,348
"HOXD13",0,1,0,0,0,2,0,0
"HOXD11",79,38,16,61,6,20,18,29
"HOXD9",165,202,113,91,161,143,120,160
"HOXD10",129,222,117,234,124,77,150,209
"HOXD8",142,187,119,172,169,148,129,222
"LOC110257186",73,50,60,5,11,27,45,61
"HOXD3",8,59,14,9,23,27,32,119
"HOXD1",0,2,0,0,0,0,0,0
"MTX2",414,277,198,427,280,426,464,552
"LOC102161209",6,8,0,0,0,3,0,0
"HNRNPA3",2312,2133,1604,1956,1404,2940,2320,3518
"NFE2L2",2452,2848,2578,2665,2049,2695,3241,4533
"AGPS",1624,1680,1199,1398,1660,1605,1515,2179
"LOC100738403",69,156,83,124,111,133,60,97
"LOC100517977",68,77,27,65,61,51,37,116
"PDE11A",0,0,0,0,3,2,1,0
"RBM45",107,84,68,73,100,89,93,99
"OSBPL6",37,39,0,35,51,23,36,45
"PRKRA",181,190,101,171,235,160,112,270
"DFNB59",0,12,0,0,0,3,0,1
"FKBP7",152,125,141,116,173,192,155,244
"PLEKHA3",51,12,0,46,23,12,40,33
"LOC110257116",0,0,0,0,11,2,10,1
"TTN",22,26,17,51,0,20,23,23
"CCDC141",4,0,0,47,5,30,0,5
"LOC110257008",26,4,0,0,0,7,6,41
"SESTD1",132,145,63,174,114,114,79,121
"LOC110257081",0,0,0,0,12,0,0,0
"ZNF385B",55,75,36,32,27,28,61,14
"CWC22",266,172,159,161,276,216,289,328
"UBE2E3",665,713,831,459,542,769,820,1079
"LOC110257027",0,3,18,0,19,0,0,0
"LOC110257026",0,7,11,0,0,2,1,0
"ITGA4",126,129,107,216,94,167,49,258
"CERKL",4,32,32,15,50,20,36,27
"NEUROD1",9,37,0,29,15,25,19,25
"SSFA2",8169,6387,5370,4876,4766,7658,10706,10057
"PPP1R1C",0,8,0,0,0,2,0,0
"PDE1A",39,84,25,49,68,62,139,114
"LOC110257054",3,20,23,0,92,25,12,23
"DNAJC10",822,1093,564,1161,1177,785,889,1793
"FRZB",163,360,135,245,384,346,254,315
"NCKAP1",1497,1606,2139,1506,1686,1783,1877,2956
"DUSP19",222,270,262,280,268,272,346,545
"LOC100522904",0,13,0,0,0,2,0,0
"NUP35",390,496,374,426,225,527,457,647
"ZNF804A",0,1,0,18,0,2,0,0
"LOC106506288",0,2,0,0,0,3,0,0
"FSIP2",0,0,15,0,11,22,16,0
"ZC3H15",1344,1267,657,1007,984,1362,2113,2056
"ITGAV",441,341,366,568,333,528,572,754
"LOC110256917",0,0,6,0,50,7,0,0
"FAM171B",138,166,101,9,144,121,208,184
"ZSWIM2",0,0,0,0,0,3,0,8
"LOC110257016",0,0,0,0,0,0,0,0
"CALCRL",133,284,333,134,327,243,352,260
"TFPI",20,28,54,60,190,20,33,38
"LOC106507094",0,0,2,0,0,0,0,0
"GULP1",54,131,150,14,86,72,73,180
"LOC106506298",25,6,0,0,32,3,45,21
"LOC106506299",2,0,50,0,0,4,7,8
"LOC102160390",43,16,44,0,28,29,30,66
"COL3A1",28215,43412,43499,33862,56698,38843,43954,66481
"COL5A2",2070,3069,2058,2727,4430,2142,2285,4954
"LOC110257158",63,45,64,1,149,51,5,94
"WDR75",170,164,53,126,195,192,170,206
"LOC110257192",0,0,0,0,12,0,0,0
"SLC40A1",814,790,1992,1770,908,869,2000,2999
"ASNSD1",59,35,66,24,100,100,93,180
"ANKAR",0,13,0,0,0,1,9,0
"OSGEPL1",354,424,289,449,207,286,342,399
"PMS1",140,147,44,108,95,140,81,164
"ORMDL1",486,464,303,403,489,531,1054,875
"MSTN",0,1,0,0,0,0,0,0
"C15H2orf88",78,51,29,50,113,36,52,130
"HIBCH",578,342,423,321,608,540,718,762
"INPP1",366,298,315,243,292,510,527,781
"MFSD6",495,482,462,299,245,832,755,1069
"LOC100515242",0,0,0,0,0,1,0,0
"NEMP2",223,111,174,72,183,170,163,261
"NAB1",754,992,565,928,833,862,799,1740
"GLS",7612,3061,1595,4191,2483,7898,6409,4358
"STAT1",7383,3143,5410,2668,4459,5374,8203,8024
"STAT4",30,39,65,52,30,25,26,19
"LOC102166743",7,0,0,0,0,0,0,0
"MYO1B",411,328,238,273,230,434,363,607
"LOC100516649",47,30,44,14,34,35,61,56
"NABP1",336,289,99,262,156,347,472,395
"CAVIN2",1141,1672,979,953,1868,919,939,1566
"LOC102167218",0,0,0,0,0,0,0,0
"TMEFF2",7,7,0,29,0,17,0,76
"LOC106506313",0,0,0,0,0,0,7,0
"SLC39A10",15,0,7,16,0,20,20,11
"DNAH7",9,13,0,12,0,3,0,0
"STK17B",11430,6764,6287,6895,7113,8523,17811,11949
"LOC102157527",0,0,0,0,0,3,14,9
"HECW2",56,51,45,54,96,67,100,86
"LOC110256941",52,41,7,51,63,39,7,21
"CCDC150",51,41,45,41,50,51,32,93
"GTF3C3",326,241,222,239,158,351,278,570
"C15H2orf66",54,103,48,0,13,9,89,127
"PGAP1",1032,1087,792,721,713,682,969,1549
"ANKRD44",624,593,744,304,666,699,1022,631
"SF3B1",3795,4768,3095,2779,2602,3925,4688,5495
"COQ10B",2227,2856,2032,1984,1651,2652,3069,5045
"HSPD1",2486,1658,862,1871,1302,2270,1871,3036
"HSPE1",6228,5574,2480,5269,3876,5075,4692,8722
"MOBKL3",3657,4929,2559,3932,4419,4599,4466,6592
"RFTN2",256,437,518,302,457,275,242,662
"LOC110257079",0,4,0,59,16,2,13,7
"MARS2",101,117,95,37,98,100,83,175
"BOLL",0,0,0,0,0,2,0,0
"PLCL1",105,150,187,130,189,123,103,276
"LOC110257001",21,30,44,4,66,26,47,72
"SATB2",1665,1461,1636,983,812,1256,2125,2128
"LOC100522040",57,25,42,60,39,27,42,29
"TYW5",342,372,248,274,190,348,427,590
"MAIP1",284,394,358,303,355,364,247,417
"SPATS2L",1507,960,2359,701,817,941,1817,1857
"KCTD18",154,148,175,157,167,191,219,182
"SGO2",79,61,151,124,111,118,65,111
"AOX1",14,42,0,0,25,25,15,26
"LOC102162816",0,0,0,0,13,0,0,2
"AOX4",3,20,0,0,29,4,33,23
"AOX2",0,0,0,0,33,3,0,0
"BZW1",9546,9192,5584,8833,9738,8324,9186,13660
"CLK1",1452,1927,1263,1596,1004,1826,2099,2120
"PPIL3",779,924,933,458,945,911,1066,1529
"NIF3L1",135,218,106,170,87,142,212,278
"ORC2",206,215,78,48,120,165,172,347
"FAM126B",1024,619,654,590,686,729,939,1280
"NDUFB3",3305,3099,2210,3197,1844,3057,2624,4597
"CFLAR",4632,5322,6102,3624,4665,6155,7090,9045
"CASP10",3141,1963,1937,2216,1431,2735,3180,5147
"CASP8",5180,3452,3124,3841,3974,7881,8019,10027
"ALS2CR12",0,0,0,0,11,6,0,0
"TRAK2",1870,1255,2527,1373,1625,1521,2076,3208
"STRADB",1395,1180,1303,1143,2036,1558,1917,2808
"C2CD6",0,1,0,0,13,1,0,1
"TMEM237",78,54,34,17,89,77,81,55
"MPP4",0,29,0,17,0,2,29,8
"ALS2",89,41,61,37,23,48,81,104
"CDK15",33,32,65,49,50,23,0,45
"LOC110256975",0,0,0,0,7,0,0,4
"FZD7",85,163,73,48,176,142,100,228
"KIAA2012",0,0,22,0,35,0,0,0
"LOC102166121",0,6,0,0,0,4,0,11
"LOC100153579",0,0,0,1,0,0,0,1
"SUMO1",1103,895,616,923,1115,1022,1614,1973
"LOC102166561",8,13,0,0,0,1,7,29
"NOP58",555,434,331,491,502,492,477,676
"BMPR2",127,69,117,48,104,154,285,225
"FAM117B",483,239,200,144,239,157,321,227
"ICA1L",20,20,0,0,37,5,14,14
"WDR12",527,479,351,386,375,401,359,540
"CARF",50,30,18,9,57,40,18,47
"NBEAL1",1095,821,518,720,462,566,855,1153
"CYP20A1",104,202,174,145,148,173,203,204
"ABI2",96,148,161,86,101,109,96,114
"RAPH1",164,62,19,74,21,289,173,233
"LOC106506328",0,0,6,0,0,0,0,0
"CD28",0,0,0,0,0,5,0,0
"CTLA4",7,0,0,0,11,0,24,19
"ICOS",6,4,89,21,18,26,80,29
"LOC110257149",0,0,0,0,0,0,0,0
"PARD3B",123,65,164,89,56,86,104,98
"LOC110256967",26,43,22,38,34,27,49,57
"LOC110257092",0,0,0,17,3,0,0,0
"NRP2",198,166,96,166,129,211,277,235
"LOC110256920",12,10,0,17,0,0,0,0
"INO80D",90,110,56,36,92,101,93,98
"LOC110257148",16,36,0,0,23,29,83,45
"NDUFS1",1960,1852,662,1758,913,1593,1300,2781
"EEF1B2",23061,35054,37650,28046,60148,18946,29723,38778
"GPR1",0,6,0,17,0,3,0,0
"LOC106506334",0,0,0,0,0,0,0,0
"ZDBF2",8,2,0,0,26,11,2,3
"ADAM23",33,77,139,66,90,9,50,85
"DYTN",0,0,0,0,0,3,0,0
"FASTKD2",228,232,104,262,317,306,263,475
"CPO",16,18,48,47,80,142,18,76
"KLF7",260,197,477,218,226,367,787,444
"LOC102167165",0,15,18,0,0,10,4,25
"CREB1",492,330,282,286,270,538,659,677
