"","C001H","C002H","C004H","C005H","C006H","C007H","C008H","C009H"
"PALD1",60,163,267,114,119,129,115,122
"LOC110256836",0,6,0,0,21,0,0,0
"PRF1",39,8,23,0,30,42,35,176
"ADAMTS14",13,14,3,0,0,4,74,43
"TBATA",13,10,0,0,0,2,30,12
"SGPL1",129,101,112,86,41,102,202,389
"PCBD1",753,558,437,569,330,559,1011,1156
"LOC110256788",0,0,0,0,7,0,0,0
"LOC110256672",0,0,13,0,0,9,0,0
"UNC5B",3474,1302,1891,1281,812,1858,7322,3716
"SLC29A3",62,118,145,150,81,73,131,236
"CDH23",40,38,77,48,38,46,86,71
"C14H10orf105",0,0,0,0,0,1,9,10
"VSIR",1337,1790,2582,1077,949,1952,3774,3988
"PSAP",3117,2695,2433,1693,1664,3286,6963,6779
"CHST3",32,16,15,74,0,58,24,64
"LOC110256608",0,0,0,0,0,0,0,0
"SPOCK2",34,53,78,187,19,184,82,102
"ASCC1",262,214,161,154,192,190,185,407
"ANAPC16",895,1254,682,1163,1664,1128,1365,1861
"DDIT4",459,719,584,319,249,714,595,600
"DNAJB12",287,359,307,312,235,366,578,748
"MICU1",1314,768,846,609,795,889,1183,1716
"MCU",922,666,640,615,541,705,1113,1759
"OIT3",3,10,0,22,33,10,11,23
"PLA2G12B",140,98,313,26,185,188,412,168
"P4HA1",892,1168,1224,1103,1461,1293,940,1941
"NUDT13",413,449,477,428,449,590,459,1079
"ECD",138,147,133,95,195,129,159,323
"FAM149B1",320,248,275,323,360,316,365,533
"DNAJC9",16,8,27,0,17,22,25,23
"MRPS16",731,568,324,655,565,862,866,1525
"CFAP70",19,66,0,0,50,26,15,0
"ANXA7",4043,3655,3451,2992,4403,4035,6106,7909
"PPP3CB",882,978,738,1072,1103,1092,1074,1566
"LOC110256628",54,28,29,37,22,39,0,94
"USP54",32,30,81,22,50,36,34,86
"MYOZ1",6,12,34,69,2,1,7,0
"SYNPO2L",0,0,12,0,39,2,0,9
"SEC24C",360,289,142,442,111,395,448,639
"FUT11",328,555,508,517,465,426,485,770
"CHCHD1",362,487,403,508,251,450,520,662
"ZSWIM8",757,517,644,330,332,551,800,1027
"NDST2",153,224,159,207,35,162,292,211
"CAMK2G",970,548,400,593,286,450,1070,699
"LOC102160869",0,0,12,15,0,0,0,5
"PLAU",1390,1021,1295,1955,1109,1864,1388,1992
"VCL",1493,1368,874,1189,1060,1279,1391,1944
"AP3M1",780,531,239,417,367,522,658,1099
"ADK",568,404,460,353,463,705,405,760
"KAT6B",438,216,48,95,191,243,365,342
"LOC106506036",0,0,0,25,0,0,0,0
"DUPD1",0,0,0,0,0,0,0,0
"LOC110256662",0,3,0,0,0,0,0,0
"LOC110256721",0,0,0,0,24,0,0,0
"DUSP13",3,9,25,17,0,5,0,30
"SAMD8",540,537,251,160,362,580,545,723
"VDAC2",3514,3305,2228,3528,2898,3176,3120,5422
"COMTD1",532,620,471,841,383,594,780,930
"LOC106507128",3,0,0,0,21,8,0,0
"ZNF503",210,225,286,134,211,172,138,210
"LOC106506044",6,33,0,30,0,4,0,28
"LRMDA",36,90,38,78,140,45,54,25
"LOC110256685",0,0,0,0,0,0,0,11
"LOC106506047",0,0,0,0,0,3,8,26
"KCNMA1",375,452,173,428,269,247,108,406
"LOC110256684",21,7,19,0,90,7,12,19
"DLG5",1294,772,1805,1175,416,1876,1975,2040
"POLR3A",66,54,65,33,18,67,64,151
"RPS24",23966,30851,29372,25106,49041,24661,30759,35679
"LOC102163764",6,0,0,0,15,3,0,13
"LOC106506052",0,0,0,0,10,7,7,28
"ZMIZ1",1466,951,775,565,588,1192,2532,1569
"PPIF",131,61,121,172,62,84,119,248
"LOC110256808",183,233,122,81,195,162,337,289
"ZCCHC24",71,28,21,0,36,41,77,61
"ANXA11",2196,1981,2019,1339,1179,2244,3977,4720
"PLAC9",328,481,426,223,522,422,442,755
"LOC106506060",0,1,0,0,0,0,0,0
"TMEM254",134,154,75,73,130,126,125,112
"LOC110256704",8,0,0,0,2,0,0,0
"LOC110256703",0,0,0,0,9,2,0,0
"SFTPD",0,26,10,68,15,23,69,27
"MAT1A",0,2,8,23,16,4,0,3
"DYDC1",0,2,0,0,0,13,0,0
"DYDC2",0,2,15,0,0,0,19,6
"LOC106506062",3,0,0,0,0,1,0,0
"FAM213A",2157,2112,2481,1529,3402,2076,2866,4559
"LOC102167252",0,0,0,0,80,0,0,0
"TSPAN14",373,391,264,380,242,457,890,1105
"SH2D4B",0,7,7,0,25,5,0,0
"NRG3",1,0,0,0,12,5,0,18
"LOC106506064",8,0,0,0,0,0,0,0
"GHITM",19147,20226,25432,19212,13689,23158,24015,26684
"C14H10orf99",8510,4779,4482,4376,2774,7245,8058,17484
"CDHR1",246,118,333,289,200,399,332,625
"LOC106506066",0,1,10,0,0,2,0,3
"LOC110256665",0,4,0,0,0,0,1,10
"CCSER2",347,356,367,574,276,397,524,520
"GRID1",18,7,37,0,88,6,0,0
"LOC110256657",0,0,0,0,0,0,0,5
"WAPL",880,1164,863,668,520,1026,1493,1490
"LDB3",73,40,26,18,53,38,39,57
"BMPR1A",688,658,370,659,634,615,712,1187
"MMRN2",68,52,68,32,84,56,40,137
"SNCG",276,80,8,2,312,221,173,54
"ADIRF",144,193,454,1752,440,1586,505,617
"FAM25A",0,4,11,21,26,29,9,0
"GLUD1",844,832,668,795,587,954,1267,1806
"FAM35A",119,95,85,53,111,105,144,156
"LOC100625711",0,22,0,0,0,7,0,19
"GPRIN2",0,0,0,0,0,2,0,0
"LOC102164631",0,8,0,0,0,2,0,5
"PPYR1",5,5,18,15,0,7,0,6
"ANXA8",189,67,129,565,120,790,115,566
"ANTXRL",6,0,0,0,0,0,0,0
"LOC102164887",15,0,14,29,0,5,4,8
"ZNF488",11,14,17,17,87,5,0,12
"RBP3",0,0,0,0,0,0,2,0
"GDF2",0,3,0,0,0,0,0,11
"GDF10",33,63,45,60,101,55,48,141
"FRMPD2",0,0,0,0,0,2,0,0
"MAPK8",1050,648,508,604,797,733,1716,1146
"ARHGAP22",82,141,153,104,89,85,204,175
"WDFY4",28,27,56,0,80,30,51,82
"LRRC18",0,0,0,0,0,1,0,0
"VSTM4",111,257,185,215,144,185,239,266
"C14H10orf128",14,59,85,33,33,66,114,99
"DRGX",0,0,0,0,0,4,0,0
"ERCC6",72,31,16,25,19,47,86,53
"SLC18A3",0,0,0,0,0,10,0,13
"CHAT",5,19,0,0,0,15,28,57
"OGDHL",0,7,0,0,0,1,0,0
"PARG",298,307,223,285,323,231,337,465
"LOC100157391",1030,1109,476,1222,1014,1171,956,1527
"NCOA4",676,766,328,522,444,752,830,1324
"MSMB",199,475,302,443,336,691,506,2013
"LOC100522401",352,314,193,347,220,487,566,601
"ZFAND4",24,29,40,72,32,52,41,58
"MARCH8",406,647,949,301,219,559,619,890
"ALOX5",185,75,43,158,72,151,151,150
"LOC100152956",0,0,0,0,0,0,0,0
"ZNF22",262,238,127,289,199,247,275,484
"RASSF4",231,351,517,354,141,512,499,883
"C14H10orf10",550,733,1192,821,287,2170,2251,1792
"TMEM72",130,170,183,680,209,499,319,401
"CXCL12",544,838,212,570,624,402,973,770
"ZNF32",341,654,603,286,435,406,529,668
"ZNF239",71,74,47,177,46,131,134,130
"TFAM",292,188,65,285,82,281,152,405
"UBE2D1",1306,1371,1246,1751,1704,1723,1983,1934
"CISD1",2886,3455,2943,2797,2520,2729,3642,5695
"IPMK",2773,3714,2902,2994,3360,4732,4840,6108
"LOC102165722",0,0,0,0,0,3,0,0
"ZWINT",139,78,39,59,96,158,99,157
"LOC106506082",0,0,16,0,0,1,0,14
"PCDH15",0,3,10,24,0,3,6,0
"LOC110256793",0,0,0,0,0,0,0,8
"LOC102158750",3,0,0,0,0,0,0,0
"LOC110256792",12,0,38,0,50,0,0,4
"LOC110256787",0,0,0,18,8,4,0,0
"LOC102159151",0,0,0,0,0,0,0,5
"LOC102157770",148,143,135,5,55,131,309,16
"MBL2",0,0,0,0,0,0,0,0
"DKK1",0,0,0,0,0,4,0,0
"PRKG1",293,257,161,324,281,205,249,304
"CSTF2T",186,208,179,69,152,215,161,294
"A1CF",284,319,351,353,230,373,678,338
"ASAH2",0,1,0,0,0,0,0,0
"SGMS1",393,402,250,188,337,435,602,531
"LOC106506084",0,0,0,0,18,0,0,0
"MINPP1",1372,1419,983,1324,1056,1134,1459,1814
"PAPSS2",956,208,210,111,159,298,1370,454
"ATAD1",575,495,430,440,422,982,1172,1235
"LOC102162281",7,0,0,0,0,2,0,15
"KLLN",7,4,0,0,9,0,0,0
"PTEN",745,564,663,549,563,794,1064,851
"RNLS",0,29,8,46,40,43,49,130
"LOC110256749",0,0,0,0,0,0,0,4
"LOC110256750",0,10,0,0,0,1,0,0
"LOC100157486",0,0,0,0,0,1,0,0
"LOC100156277",0,8,0,0,0,3,0,4
"LIPM",0,39,27,0,59,22,9,10
"ANKRD22",336,172,131,321,292,322,291,716
"STAMBPL1",124,66,52,28,46,69,99,108
"ACTA2",2225,2782,1581,2756,3008,3249,3523,4436
"FAS",424,248,422,504,306,461,525,649
"LOC102164066",8,0,14,0,12,3,21,16
"CH25H",63,98,180,95,155,187,110,106
"LIPA",480,397,199,524,575,481,802,1089
"IFIT2",2315,532,80,883,139,409,1614,1524
"IFIT3",1827,524,857,422,639,796,1158,952
"IFIT1",3964,1818,4505,963,2330,2186,2785,2055
"LOC100151816",160,96,100,74,87,90,163,141
"SLC16A12",0,0,22,5,1,3,21,27
"LOC110256785",2,0,0,0,0,0,10,0
"PANK1",176,153,59,53,113,102,75,235
"KIF20B",69,68,75,43,85,71,126,112
"HTR7",0,2,13,0,4,12,7,13
"RPP30",163,117,12,153,137,149,178,205
"ANKRD1",0,5,0,0,0,0,0,0
"LOC110256743",0,4,0,0,0,0,0,0
"PCGF5",431,663,519,374,589,812,523,853
"LOC110256868",0,0,9,0,0,0,0,6
"HECTD2",55,54,43,62,27,55,56,103
"PPP1R3C",93,116,61,208,89,92,97,178
"TNKS2",512,517,535,624,594,451,504,837
"FGFBP3",0,0,0,0,0,1,5,6
"BTAF1",500,382,215,447,425,428,382,692
"CPEB3",119,73,17,151,125,62,185,53
"MARCH5",1467,1623,1278,1064,1306,1356,2188,2339
"IDE",572,539,577,427,428,672,688,1081
"KIF11",551,566,749,226,559,572,520,815
"HHEX",77,75,54,96,47,56,42,124
"EXOC6",499,430,600,617,702,583,656,897
"CYP26A1",0,0,0,0,0,3,0,0
"MYOF",129,224,473,84,337,155,170,335
"CEP55",180,128,59,146,144,120,50,219
"PDE6C",48,99,0,80,78,200,210,599
"RBP4",0,0,0,0,5,5,45,48
"FRA10AC1",169,158,174,111,154,155,141,249
"LGI1",14,75,74,45,63,22,54,47
"LOC106506098",0,0,0,0,0,0,0,15
"SLC35G1",264,176,163,224,173,276,391,321
"PLCE1",250,232,261,160,149,228,547,158
"NOC3L",190,226,126,254,146,175,288,259
"TBC1D12",423,608,305,380,414,421,318,717
"HELLS",134,85,51,69,151,160,63,144
"LOC100624435",0,0,0,0,19,0,8,0
"LOC102166602",3,0,0,0,0,0,0,0
"CYP2C42",7,10,0,0,0,5,7,12
"CYP2C91",75,72,49,32,131,37,43,132
"PDLIM1",2701,1797,3664,1062,2181,2250,4889,7200
"SORBS1",1009,1070,604,1379,868,1072,849,1166
"LOC102166928",0,0,0,0,0,1,8,0
"LOC106506100",0,0,0,0,0,2,0,0
"ALDH18A1",2233,1851,3145,1679,1336,3046,2937,6555
"TCTN3",34,81,65,50,61,72,62,86
"ENTPD1",289,470,704,345,461,363,471,773
"CC2D2B",3,6,0,0,0,0,0,14
"CCNJ",62,13,0,0,17,30,80,79
"LOC110256636",0,28,29,0,11,0,0,0
"ZNF518A",227,216,264,262,360,329,372,451
"BLNK",798,799,1194,389,844,944,1395,1499
"DNTT",31,57,18,22,91,12,12,18
"OPALIN",0,5,0,0,0,0,0,0
"TLL2",8,1,12,10,34,9,18,0
"TM9SF3",2631,3211,3062,2328,2905,3073,3438,5423
"LOC102162978",47,8,0,0,3,10,8,60
"PIK3AP1",145,137,73,205,161,182,131,180
"LOC110256881",3,0,0,0,0,0,0,0
"LOC100627422",976,800,675,630,629,1175,1102,1958
"LOC100156006",6,5,12,0,6,4,0,0
"LOC110256882",9,0,0,0,7,2,0,0
"SLIT1",14,25,7,21,116,13,42,0
"ARHGAP19",46,26,16,11,27,67,30,89
"FRAT1",29,12,32,38,15,21,22,12
"FRAT2",108,107,118,89,93,90,141,92
"RRP12",50,67,8,51,20,101,72,62
"PGAM1",5835,4705,3529,6151,4269,4543,4509,8609
"EXOSC1",1028,1301,928,1018,903,971,943,1182
"ZDHHC16",420,182,155,133,181,251,318,495
"MMS19",242,151,83,135,176,149,239,332
"UBTD1",91,214,147,239,122,187,340,405
"HOGA1",48,85,110,47,9,116,122,147
"C14H10orf62",42,11,0,0,50,4,0,0
"MORN4",69,42,11,38,16,55,51,89
"PI4K2A",260,289,71,139,173,208,551,534
"AVPI1",423,195,327,209,176,216,298,745
"MARVELD1",326,348,215,155,216,252,365,736
"ZFYVE27",390,447,374,274,232,302,458,701
"SFRP5",34,27,0,0,32,36,20,145
"GOLGA7B",13,16,17,91,11,32,64,6
"LOC102162125",7,1,0,0,0,0,0,0
"CRTAC1",19,28,0,47,6,5,23,64
"LOC102159656",0,0,0,0,0,4,18,9
"R3HCC1L",201,171,177,144,194,287,468,494
"LOXL4",48,60,51,65,45,45,73,65
"PYROXD2",67,65,17,29,69,42,51,53
"HPS1",132,168,282,149,22,214,253,295
"HPSE2",48,56,61,112,36,45,63,68
"LOC106508431",0,0,0,0,0,1,0,0
"CNNM1",44,4,16,39,18,26,30,21
"GOT1",476,324,236,205,295,315,669,633
"LOC106506106",30,29,10,51,31,25,40,37
"NKX2-3",192,89,77,62,110,106,222,171
"SLC25A28",1297,879,962,362,637,786,982,833
"LOC110256623",6,26,20,0,0,19,16,21
"ENTPD7",1296,779,714,548,595,984,1387,717
"LOC100156375",592,355,314,197,136,392,494,595
"CUTC",266,425,258,303,238,329,449,496
"ABCC2",43,102,17,0,38,41,40,54
"LOC100152738",301,297,364,204,248,351,500,606
"CPN1",12,17,11,0,17,4,0,4
"LOC110256606",0,3,0,0,0,0,0,0
"CHUK",129,91,62,53,72,147,194,245
"CWF19L1",238,227,123,182,277,205,233,387
"BLOC1S2",1125,989,1410,654,873,780,1685,1446
"SCD",1066,364,1121,252,1011,621,386,1485
"WNT8B",50,2,6,0,5,3,29,27
"LOC106509031",0,9,18,0,0,0,17,0
"SEC31B",104,81,96,93,35,44,53,152
"NDUFB8",6130,9483,6977,7616,5138,7071,7040,12965
"LOC102158751",0,11,0,0,0,16,10,16
"HIF1AN",664,566,421,347,367,574,963,1434
"LOC106506111",0,0,0,0,2,0,0,0
"LOC110256637",360,645,353,429,455,428,374,636
"LOC110256638",8,7,0,0,0,8,0,9
"SEMA4G",602,549,368,236,280,391,745,1207
"TWNK",112,67,63,43,35,86,43,173
"LZTS2",274,335,152,313,167,271,557,578
"PDZD7",17,12,0,0,5,11,24,0
"SFXN3",83,69,57,60,98,74,102,109
"LOC110256639",0,6,0,0,0,5,3,0
"KAZALD1",4,20,27,0,7,20,13,45
"LOC102161206",0,0,0,0,0,1,0,0
"BTRC",181,158,102,96,76,125,261,251
"POLL",40,53,61,107,0,37,50,79
"DPCD",0,0,0,0,0,2,0,26
"FBXW4",39,51,91,76,55,75,112,99
"LOC102162056",0,9,10,16,57,16,3,3
"FGF8",0,0,0,0,0,0,0,0
"NPM3",842,536,271,630,283,722,438,914
"MGEA5",2073,2234,2253,1176,1720,1915,2449,2738
"KCNIP2",41,39,9,0,0,15,16,57
"C14H10orf76",262,297,322,225,240,391,551,577
"HPS6",148,126,48,9,3,171,392,230
"LDB1",434,572,395,434,159,499,741,887
"PPRC1",120,82,90,20,130,154,171,225
"NOLC1",637,550,891,919,488,1066,855,927
"ELOVL3",0,0,0,0,0,0,0,0
"GBF1",1284,585,968,687,577,958,1376,2084
"LOC106506113",10,0,0,16,0,4,0,25
"NFKB2",364,838,460,471,312,1085,1162,1330
"PSD",202,154,93,322,222,148,211,374
"FBXL15",278,378,336,304,242,320,322,521
"CUEDC2",329,461,461,635,563,368,508,747
"LOC102167427",17,15,0,0,15,7,10,19
"MFSD13A",72,58,41,89,22,60,70,109
"ACTR1A",1504,1355,1156,1015,931,1400,2594,2862
"SUFU",52,31,5,120,74,69,133,138
"TRIM8",136,129,245,170,142,137,199,301
"ARL3",261,258,233,249,462,234,275,523
"SFXN2",63,68,16,45,169,69,18,73
"WBP1L",442,432,434,318,395,581,721,1277
"CYP17A1",8,0,0,0,0,0,0,0
"BORCS7",990,957,1086,723,1145,771,1011,1864
"AS3MT",56,34,79,96,66,38,88,102
"CNNM2",142,147,309,140,162,250,381,741
"LOC110256779",0,0,0,0,0,4,0,0
"PCGF6",304,370,350,216,206,311,335,466
"LOC102163924",3,1,0,0,20,7,6,0
"LOC106508355",8,34,48,0,0,9,25,50
"INA",16,1,21,0,21,12,8,8
"TAF5",78,77,5,73,50,39,62,142
"USMG5",4525,4889,3939,4879,4478,4699,5585,8277
"PDCD11",145,148,182,143,250,243,221,297
"LOC100157433",26,19,0,0,0,18,16,0
"LOC110256726",0,9,0,8,96,3,11,0
"CALHM3",0,0,0,0,0,2,0,0
"NEURL1",27,66,19,74,14,23,70,50
"SH3PXD2A",378,355,508,365,200,609,627,767
"STN1",180,137,294,38,169,170,268,336
"SLK",1453,1646,2799,889,2030,1518,2965,3060
"COL17A1",2170,1804,4338,2097,2381,3347,4614,8111
"SFR1",247,262,161,339,330,185,144,338
"CFAP43",0,0,0,0,0,1,0,0
"LOC100623931",0,5,0,0,0,7,0,14
"GSTO1",7080,15495,10251,12624,8162,15824,12094,23549
"LOC100152209",25,3,0,42,19,4,18,13
"ITPRIP",29,48,33,61,0,10,104,81
"CFAP58",0,8,0,0,0,0,0,3
"SORCS3",3,0,0,0,15,0,0,0
"LOC110256653",5,0,0,0,0,0,0,0
"LOC110256732",0,0,0,0,0,0,0,0
"LOC110256694",0,0,0,0,0,0,0,0
"SORCS1",3,8,49,0,17,16,0,0
"LOC102162193",2,13,18,0,0,14,0,22
"LOC110256719",0,0,0,0,7,0,0,0
"LOC110256757",0,0,0,0,0,0,0,0
"LOC102162613",1,0,0,0,0,3,0,0
"XPNPEP1",455,404,466,274,453,415,440,656
"LOC102163250",21,10,11,19,25,9,20,31
"ADD3",1459,1320,599,1026,975,981,1058,1642
"MXI1",674,891,679,670,624,762,1675,1238
"SMNDC1",824,966,422,733,703,1025,1181,1110
"LOC102164743",8,20,0,0,0,4,29,7
"LOC110256730",59,40,24,10,23,24,144,33
"DUSP5",4916,2786,5094,2645,2117,5304,11505,4489
"SMC3",750,751,326,437,342,425,750,712
"RBM20",0,15,0,26,0,1,0,0
"PDCD4",835,661,387,694,750,804,1238,1183
"BBIP1",339,336,232,181,385,273,301,498
"SHOC2",3701,5211,3168,3406,4344,4394,4338,5907
"LOC102167161",1,0,0,0,0,1,5,22
"ADRA2A",38,42,57,27,7,23,167,58
"LOC102167253",60,56,9,10,10,10,127,36
"GPAM",145,87,14,111,63,81,94,236
"LOC110256751",0,0,0,0,0,0,0,0
"TECTB",0,8,0,0,0,0,0,0
"ACSL5",3371,1750,4053,3131,2659,3508,4042,3285
"ZDHHC6",416,296,221,160,329,287,372,758
"VTI1A",320,240,247,287,193,266,475,548
"TCF7L2",2288,3101,2606,2970,1778,3031,4054,3958
"LOC102165730",273,97,97,70,64,129,134,192
"LOC110256666",3,0,0,18,15,12,11,1
"HABP2",0,0,0,0,0,1,0,0
"NRAP",0,10,42,0,23,27,8,21
"CASP7",2866,1717,1237,2093,2086,3718,2870,3762
"PLEKHS1",16,12,0,49,12,8,1,19
"DCLRE1A",61,96,56,164,112,49,111,148
"NHLRC2",43,16,0,65,23,44,27,36
"ADRB1",0,4,0,0,0,4,15,40
"LOC110256763",0,5,0,0,0,0,0,0
"CCDC186",2008,1520,1290,1578,1180,2666,3375,3364
"TDRD1",10,14,0,0,11,4,0,0
"VWA2",0,13,0,32,23,8,3,23
"AFAP1L2",0,11,27,0,44,22,28,29
"ABLIM1",528,458,654,356,369,654,1043,983
"LOC110256765",26,98,200,103,128,85,151,119
"FAM160B1",734,858,890,967,1607,801,1026,1313
"TRUB1",42,14,0,26,21,14,0,21
"LOC106506130",10,9,0,0,4,12,1,8
"ATRNL1",62,57,58,21,33,41,47,85
"GFRA1",83,189,161,197,193,83,35,100
"CCDC172",8,0,0,0,20,1,0,0
"PNLIP",0,1,0,0,0,0,0,0
"PNLIPRP1",0,0,0,0,0,0,0,20
"PNLIPRP2",256,230,47,160,88,25,254,210
"HSPA12A",19,30,38,90,48,20,26,68
"ENO4",7,3,0,0,26,0,0,0
"SHTN1",201,90,113,180,80,77,232,173
"VAX1",0,7,56,23,102,7,12,22
"KCNK18",11,7,36,0,19,16,25,11
"SLC18A2",0,0,26,0,0,6,0,20
"PDZD8",302,328,221,248,308,401,318,651
"LOC102163817",5,4,0,0,0,2,3,0
"LOC102164998",4,0,7,0,16,0,0,0
"LOC110256664",9,0,0,24,43,0,0,0
"LOC110256766",5,0,0,0,42,0,0,0
"RAB11FIP2",178,172,42,178,108,128,182,228
"FAM204A",1427,1684,1828,1578,2349,1930,1840,2650
"LOC110256774",0,3,0,0,4,1,0,0
"LOC110256775",4,0,0,0,0,4,0,0
"CACUL1",521,305,338,305,229,432,679,1066
"LOC106506135",3,13,20,0,57,1,0,0
"NANOS1",14,24,24,0,26,26,0,39
"EIF3A",3638,4563,5207,4003,3708,4155,3609,6034
"FAM45A",141,213,69,211,138,109,213,284
"SFXN4",218,221,197,215,169,248,238,277
"PRDX3",4967,4092,3515,4566,4028,3585,4157,8242
"GRK5",834,766,1264,536,390,860,2480,1790
"RGS10",454,567,321,445,831,381,515,710
"TIAL1",1928,2750,1928,2248,1681,2424,2260,3678
"LOC110256777",23,15,1,0,146,11,5,23
"BAG3",466,295,436,276,306,429,545,807
"INPP5F",499,391,282,220,268,437,686,1223
"MCMBP",511,199,149,101,226,216,366,403
"SEC23IP",571,545,337,359,643,539,532,1135
"PLPP4",0,0,0,0,0,4,0,48
"WDR11",185,181,109,161,107,152,320,409
"FGFR2",34,56,22,41,76,43,52,66
"ATE1",272,228,262,214,184,267,371,388
"LOC100513313",6,35,0,0,61,6,24,0
"NSMCE4A",169,373,167,270,208,255,264,392
"TACC2",439,1033,906,388,423,543,1131,1235
"LOC110256798",0,6,38,0,0,4,0,14
"BTBD16",15,11,15,0,31,38,4,24
"PLEKHA1",563,613,390,275,302,510,509,815
"HTRA1",1182,2169,2222,1862,1753,1828,2086,3016
"DMBT1",37707,20391,39943,34043,9866,44296,93070,125395
"AWN",4,2,5,22,7,2,0,0
"AQN-1",0,0,0,0,0,3,0,0
"PSP-II",16,0,0,0,16,0,0,0
"LOC100519221",0,0,0,0,32,4,0,0
"LOC100620521",89,128,138,34,98,215,173,265
"LOC106504199",9,20,0,0,5,6,1,34
"LOC100154423",59,72,34,107,64,107,127,114
"LOC106506141",3,17,0,0,0,2,0,10
"PSTK",75,53,28,105,104,111,136,111
"IKZF5",496,744,572,403,351,523,488,870
"ACADSB",2075,2740,7323,3382,4828,2224,2625,5061
"HMX3",15,46,4,19,0,31,21,16
"HMX2",7,4,0,0,0,13,21,23
"BUB3",520,597,301,665,667,646,556,1094
"LOC110256800",0,22,0,13,0,23,12,9
"GPR26",5,0,0,0,0,3,0,0
"CPXM2",151,139,130,102,151,106,94,114
"CHST15",30,69,28,15,80,67,130,80
"LOC110256802",0,0,0,0,7,2,0,0
"LOC106508296",0,0,0,0,4,0,0,0
"LOC102167106",5,3,6,0,16,0,0,0
"OAT",694,644,639,719,334,631,842,779
"LHPP",140,171,102,192,102,154,190,301
"LOC110256806",8,0,0,0,21,3,0,0
"FAM53B",63,106,156,137,81,106,232,355
"EEF1AKMT2",156,201,168,214,250,218,286,222
"ABRAXAS2",279,272,207,158,180,288,269,388
"ZRANB1",332,309,221,192,241,243,475,503
"CTBP2",1164,1244,1620,984,1439,1452,2104,2166
"LOC110256807",21,13,0,64,24,9,0,0
"LOC110256809",0,0,0,0,0,0,15,0
"LOC102160613",10,0,23,0,20,11,0,0
"TEX36",0,0,15,0,30,8,0,0
"EDRF1",46,35,38,0,57,22,90,79
"LOC102160213",3,0,0,33,14,2,9,10
"LOC102160044",0,0,0,0,28,0,3,0
"UROS",282,297,264,100,236,245,451,488
"BCCIP",391,319,211,296,233,329,400,752
"DHX32",759,536,496,405,290,409,1190,945
"FANK1",55,36,38,14,62,16,71,31
"ADAM12",14,0,0,0,5,0,0,0
"C14H10orf90",4,0,0,11,7,0,0,0
"LOC110256631",0,3,0,0,0,2,0,15
"LOC110256630",0,3,0,0,0,0,7,11
"DOCK1",1288,671,1758,631,345,1054,2133,2046
"FAM196A",36,0,0,0,15,2,3,0
"CLRN3",3652,3612,5985,1619,2151,2625,7579,8986
"LOC110256829",112,130,34,0,90,33,109,11
"PTPRE",236,81,70,157,138,296,402,434
"MKI67",264,220,99,390,78,217,263,486
"LOC110256830",6,8,0,0,64,8,0,0
"LOC110256831",0,0,0,0,0,3,0,0
"LOC102164652",0,0,37,0,0,0,0,0
"LOC110256832",0,0,0,0,16,0,0,0
"LOC102165211",11,34,86,0,28,40,33,5
"MGMT",238,358,116,367,297,389,556,994
"LOC106506157",0,13,0,0,0,0,0,0
"EBF3",0,5,0,0,13,3,0,0
"LOC110256834",0,2,0,0,0,0,0,0
"LOC100511352",548,559,424,534,530,497,744,770
"GLRX3",1416,1215,953,1115,961,1146,1517,2288
"LOC110256839",0,0,0,0,0,0,13,0
"TCERG1L",0,0,0,0,0,0,0,0
"LOC102166328",0,0,0,0,0,3,0,0
"LOC106508409",0,0,0,0,0,0,21,0
"LOC110256827",15,16,0,0,0,21,30,20
"BNIP3",918,1755,834,659,362,723,1007,1762
"LOC110256840",0,0,23,0,9,2,8,11
"JAKMIP3",10,11,0,0,44,9,13,38
"STK32C",0,5,0,0,0,20,48,7
"LRRC27",34,0,0,19,0,20,0,61
"LOC110256841",18,15,20,18,7,57,44,31
"PWWP2B",301,230,389,145,188,415,757,1055
"LOC110256842",4,8,10,16,17,14,0,0
"LOC106506161",0,0,0,0,24,0,0,0
"LOC102168165",0,3,0,0,0,0,0,0
"INPP5A",1116,836,569,484,467,625,1522,1596
"NKX6-2",0,0,0,0,0,2,9,0
"CFAP46",2,9,29,53,87,6,0,10
"ADGRA1",0,0,0,0,0,3,0,0
"KNDC1",0,0,0,0,0,2,0,0
"UTF1",0,9,0,0,0,0,0,0
"ADAM8",28,18,0,8,11,39,28,32
"TUBGCP2",878,718,886,920,491,726,1298,1386
"ZNF511",226,216,191,169,81,217,205,358
"VENTX",0,7,0,62,0,2,0,0
"LOC102159965",22,17,11,0,24,10,44,55
"LOC110256848",0,0,0,0,0,3,0,0
"CALY",0,31,8,0,35,17,41,25
"PRAP1",8334,11601,12707,13882,7115,16767,19164,20742
"FUOM",431,491,176,359,148,363,660,1015
"ECHS1",3421,3711,7088,3402,4240,4382,4769,7793
"PAOX",96,119,85,184,172,158,258,221
"MTG1",173,198,124,230,150,168,283,286
"SPRN",25,24,33,23,0,18,15,24
"LOC100154128",0,0,0,0,0,0,35,0
"LOC100156553",0,0,0,0,0,7,0,8
"LOC110256849",0,0,0,0,0,2,0,0
"CYP2E1",0,0,0,0,0,0,0,0
"LOC106508107",0,0,0,0,0,0,0,0
"LOC100514924",1268,950,1064,1092,1674,1029,2316,2886
"SYCE1",54,5,21,0,0,4,64,35
"STAM2",1868,1655,1263,1495,1097,2025,2296,2330
"CACNB4",4,0,9,43,0,8,12,0
"ARL5A",980,772,641,459,629,979,842,1866
